ID,Name
1,Okc
2,Mil
3,Den
4,Lal
5,Dal
6,Min
7,Bos
8,Pho
9,Phi
10,Det
11,Nyk
12,Orl
13,Cha
14,Sac
15,Nor
16,Gol
17,San
18,Atl
19,Bro
20,Cle
21,Chi
22,Mia
23,Mem
24,Lac
25,Tor
26,Hou
27,Was
28,Ind
29,Por
30,Uta
